locus_id,variable,value,gene_tag,gene_name,cond,rep,ccm_gene
HNEAP_RS02330,5% CO2,0.0558022399840571,other,,5% CO2,0,False
HNEAP_RS02335,5% CO2,0.114842634966901,other,,5% CO2,0,False
HNEAP_RS02340,5% CO2,0.0636386130546258,other,,5% CO2,0,False
HNEAP_RS02345,5% CO2,-0.110148794575062,other,,5% CO2,0,False
HNEAP_RS02350,5% CO2,-0.0856397352859032,other,,5% CO2,0,False
HNEAP_RS02355,5% CO2,-0.325112119472168,other,,5% CO2,0,False
HNEAP_RS02370,5% CO2,0.0860299047729031,other,,5% CO2,0,False
HNEAP_RS02390,5% CO2,0.0346429185000608,other,,5% CO2,0,False
HNEAP_RS02400,5% CO2,-0.0437328738190847,other,,5% CO2,0,False
HNEAP_RS02425,5% CO2,0.0777156291788214,other,,5% CO2,0,False
HNEAP_RS02430,5% CO2,-0.0458543956841343,other,,5% CO2,0,False
HNEAP_RS02440,5% CO2,-0.241831090135317,other,,5% CO2,0,False
HNEAP_RS02445,5% CO2,0.0541850437282651,other,,5% CO2,0,False
HNEAP_RS02450,5% CO2,0.17437179904561806,other,,5% CO2,0,False
HNEAP_RS02455,5% CO2,0.162331717039834,other,,5% CO2,0,False
HNEAP_RS02460,5% CO2,-0.0992233347751771,other,,5% CO2,0,False
HNEAP_RS02470,5% CO2,0.136352690306204,other,,5% CO2,0,False
HNEAP_RS02475,5% CO2,0.0527751292114654,other,,5% CO2,0,False
HNEAP_RS02480,5% CO2,0.204692884036884,other,,5% CO2,0,False
HNEAP_RS02485,5% CO2,0.0248215112121835,other,,5% CO2,0,False
HNEAP_RS02490,5% CO2,0.0840226104871825,other,,5% CO2,0,False
HNEAP_RS02495,5% CO2,-0.7093548861854799,other,,5% CO2,0,False
HNEAP_RS02500,5% CO2,-0.615777195129321,other,,5% CO2,0,False
HNEAP_RS02515,5% CO2,-0.0464218467834971,other,,5% CO2,0,False
